RatingID,AnnualTurnover,AnnualTurnoverDirect,AnnualTurnoverLBR,TotalAssets,TotalAssetsDirect,TotalAssetsLBR,TurnoverSource,AssetsSource
2732032.0,null,null,null,null,null,null,None,None
2956383.0,null,null,null,null,null,null,None,None
2857371.0,null,null,null,null,null,null,None,None
2944091.0,null,null,null,null,null,null,None,None
2500647.0,null,null,null,null,null,null,None,None
2937339.0,23385018.9722209,23385018.9722209,null,30173794.9126341,30173794.9126341,null,Direct,Direct
2370788.0,null,null,null,null,null,null,None,None
2906277.0,null,null,null,null,null,null,None,None
2892034.0,null,null,null,null,null,null,None,None
2310688.0,null,null,null,null,null,null,None,None
2901618.0,1422000,1422000,null,1029000,1029000,null,Direct,Direct
2752975.0,null,null,null,null,null,null,None,None
2067253.0,null,null,null,null,null,null,None,None
2877159.0,null,null,null,null,null,null,None,None
2925472.0,null,null,null,null,null,null,None,None
2900695.0,null,null,null,null,null,null,None,None
475122.0,null,null,null,null,null,null,None,None
2921418.0,null,null,null,null,null,null,None,None
2852031.0,null,null,null,null,null,null,None,None
1625186.0,null,null,null,null,null,null,None,None
2914848.0,null,null,null,null,null,null,None,None
2903385.0,null,null,null,null,null,null,None,None
2874031.0,null,null,null,null,null,null,None,None
2863279.0,4106000,4106000,null,3561000,3561000,null,Direct,Direct
2903794.0,null,null,null,null,null,null,None,None
2946597.0,null,null,null,null,null,null,None,None
2189499.0,null,null,null,null,null,null,None,None
2881292.0,50378500000,50378500000,null,10826000000,10826000000,null,Direct,Direct
2872512.0,null,null,null,null,null,null,None,None
2891991.0,8.914159854000002E9,null,8.914159854000002E9,4.49113479152E11,null,4.49113479152E11,LBR,LBR
2841701.0,null,null,null,null,null,null,None,None
2948266.0,null,null,null,null,null,null,None,None
2874242.0,null,null,null,null,null,null,None,None
2949781.0,null,null,null,null,null,null,None,None
2911749.0,null,null,null,null,null,null,None,None
2835937.0,null,null,null,null,null,null,None,None
2898296.0,null,null,null,null,null,null,None,None
2907727.0,null,null,null,null,null,null,None,None
2876122.0,null,null,null,null,null,null,None,None
2872695.0,2.93475328E9,null,2.93475328E9,6.093713312E10,null,6.093713312E10,LBR,LBR
2735630.0,null,null,null,null,null,null,None,None
2000812.0,null,null,null,null,null,null,None,None
1260174.0,null,null,null,null,null,null,None,None
2881665.0,6.027E8,null,6.027E8,1.2049E10,null,1.2049E10,LBR,LBR
1753037.0,null,null,null,null,null,null,None,None
2905799.0,248000,248000,null,4344000,4344000,null,Direct,Direct
2910378.0,null,null,null,null,null,null,None,None
2893190.0,null,null,null,null,null,null,None,None
2918340.0,null,null,null,null,null,null,None,None
2802670.0,12824000,12824000,null,6891000,6891000,null,Direct,Direct
894605.0,null,null,null,null,null,null,None,None
1199874.0,null,null,null,null,null,null,None,None
2938696.0,null,null,null,null,null,null,None,None
2924059.0,null,null,null,null,null,null,None,None
2773213.0,null,null,null,null,null,null,None,None
2936618.0,null,null,null,null,null,null,None,None
2840366.0,null,null,null,null,null,null,None,None
1497433.0,null,null,null,null,null,null,None,None
755744.0,null,null,null,null,null,null,None,None
2925244.0,0,0,null,3254000,3254000,null,Direct,Direct
2870354.0,null,null,null,null,null,null,None,None
2847306.0,null,null,null,null,null,null,None,None
2804496.0,896000,896000,null,1979000,1979000,null,Direct,Direct
755762.0,null,null,null,null,null,null,None,None
2928166.0,null,null,null,null,null,null,None,None
2912747.0,null,null,null,null,null,null,None,None
2935731.0,null,null,null,null,null,null,None,None
2747990.0,null,null,null,null,null,null,None,None
2904557.0,110152008.686211,110152008.686211,null,63219187.7078746,63219187.7078746,null,Direct,Direct
2871661.0,null,null,null,null,null,null,None,None
2246062.0,null,null,null,null,null,null,None,None
2336503.0,null,null,null,null,null,null,None,None
2858250.0,1914000,1914000,null,49587000,49587000,null,Direct,Direct
2936198.0,null,null,null,null,null,null,None,None
2839238.0,null,null,null,null,null,null,None,None
2928732.0,null,null,null,null,null,null,None,None
1802444.0,null,null,null,null,null,null,None,None
1259377.0,null,null,null,null,null,null,None,None
2948098.0,null,null,null,null,null,null,None,None
2736405.0,null,null,null,null,null,null,None,None
2933901.0,null,null,null,null,null,null,None,None
973285.0,null,null,null,null,null,null,None,None
2846691.0,2919000,2919000,null,942000,942000,null,Direct,Direct
2853695.0,null,null,null,null,null,null,None,None
2893691.0,null,null,null,null,null,null,None,None
2874168.0,null,null,null,null,null,null,None,None
2872519.0,37740000,37740000,null,24672000,24672000,null,Direct,Direct
2739893.0,null,null,null,null,null,null,None,None
2911061.0,null,null,null,null,null,null,None,None
756457.0,null,null,null,null,null,null,None,None
2894131.0,null,null,null,null,null,null,None,None
2807176.0,null,null,null,null,null,null,None,None
341031.0,null,null,null,null,null,null,None,None
2875734.0,null,null,null,null,null,null,None,None
2737379.0,null,null,null,null,null,null,None,None
2915671.0,null,null,null,null,null,null,None,None
972539.0,null,null,null,null,null,null,None,None
2868197.0,null,null,null,null,null,null,None,None
2869271.0,null,null,null,null,null,null,None,None
2910707.0,null,null,null,null,null,null,None,None
2940152.0,null,null,null,null,null,null,None,None
2918244.0,9311000,9311000,null,11802000,11802000,null,Direct,Direct
1949908.0,null,null,null,null,null,null,None,None
2910851.0,null,null,null,null,null,null,None,None
2881842.0,null,null,null,null,null,null,None,None
2769875.0,null,null,null,null,null,null,None,None
763245.0,null,null,null,null,null,null,None,None
2219403.0,null,null,null,null,null,null,None,None
2901377.0,1.4763887999999998E9,null,1.4763887999999998E9,1.4063255712E11,null,1.4063255712E11,LBR,LBR
2871331.0,null,null,null,null,null,null,None,None
2874125.0,null,null,null,null,null,null,None,None
2880037.0,null,null,null,null,null,null,None,None
940995.0,null,null,null,null,null,null,None,None
2833990.0,null,null,null,null,null,null,None,None
2902783.0,4239000000,4239000000,null,7746000000,7746000000,null,Direct,Direct
2960405.0,null,null,null,null,null,null,None,None
2852980.0,2036000,2036000,null,22509000,22509000,null,Direct,Direct
2933216.0,null,null,null,null,null,null,None,None
837628.0,null,null,null,null,null,null,None,None
1088886.0,null,null,null,null,null,null,None,None
2937386.0,null,null,null,null,null,null,None,None
2952196.0,150369000,150369000,null,299495000,299495000,null,Direct,Direct
2765461.0,null,null,null,null,null,null,None,None
2927561.0,null,null,null,null,null,null,None,None
2909034.0,null,null,null,null,null,null,None,None
2879016.0,null,null,null,null,null,null,None,None
2911959.0,null,null,null,null,null,null,None,None
2937251.0,null,null,null,null,null,null,None,None
529396.0,null,null,null,null,null,null,None,None
2884696.0,null,null,null,null,null,null,None,None
777758.0,null,null,null,null,null,null,None,None
2742376.0,null,null,null,null,null,null,None,None
2828633.0,null,null,null,null,null,null,None,None
2902153.0,null,null,null,null,null,null,None,None
321957.0,null,null,null,null,null,null,None,None
2799472.0,null,null,null,null,null,null,None,None
773197.0,null,null,null,null,null,null,None,None
2725906.0,null,null,null,null,null,null,None,None
2602739.0,null,null,null,null,null,null,None,None
2766965.0,null,null,null,null,null,null,None,None
1650894.0,null,null,null,null,null,null,None,None
2762651.0,null,null,null,null,null,null,None,None
2913667.0,null,null,null,null,null,null,None,None
2244533.0,null,null,null,null,null,null,None,None
2937109.0,null,null,null,null,null,null,None,None
2027585.0,null,null,null,null,null,null,None,None
2189501.0,null,null,null,null,null,null,None,None
899479.0,null,null,null,null,null,null,None,None
2888680.0,1.056328718E10,null,1.056328718E10,2.6567949276000003E11,null,2.6567949276000003E11,LBR,LBR
514703.0,null,null,null,null,null,null,None,None
349251.0,null,null,null,null,null,null,None,None
2840618.0,20295000,20295000,null,8181000,8181000,null,Direct,Direct
2262649.0,null,null,null,null,null,null,None,None
2893576.0,null,null,null,null,null,null,None,None
2006344.0,null,null,null,null,null,null,None,None
2876912.0,null,null,null,null,null,null,None,None
2950995.0,null,null,null,null,null,null,None,None
2944380.0,null,null,null,null,null,null,None,None
2958664.0,null,null,null,null,null,null,None,None
2889595.0,null,null,null,null,null,null,None,None
339350.0,null,null,null,null,null,null,None,None
2920703.0,null,null,null,null,null,null,None,None
2892271.0,9630000,9630000,null,4377000,4377000,null,Direct,Direct
2930746.0,null,null,null,null,null,null,None,None
2951138.0,null,null,null,null,null,null,None,None
987836.0,null,null,null,null,null,null,None,None
971690.0,null,null,null,null,null,null,None,None
2889716.0,null,null,null,null,null,null,None,None
1373896.0,null,null,null,null,null,null,None,None
2748505.0,null,null,null,null,null,null,None,None
2916858.0,null,null,null,null,null,null,None,None
2805603.0,1774000,1774000,null,5419000,5419000,null,Direct,Direct
2943822.0,null,null,null,null,null,null,None,None
2951900.0,null,null,null,null,null,null,None,None
2898093.0,null,null,null,null,null,null,None,None
2872250.0,null,null,null,null,null,null,None,None
2874621.0,3671000,3671000,null,2774000,2774000,null,Direct,Direct
628762.0,null,null,null,null,null,null,None,None
2909965.0,null,null,null,null,null,null,None,None
2940731.0,null,null,null,null,null,null,None,None
2907571.0,712971000,712971000,null,1456491000,1456491000,null,Direct,Direct
1513795.0,null,null,null,null,null,null,None,None
2875356.0,null,null,null,null,null,null,None,None
2874571.0,null,null,null,null,null,null,None,None
2863177.0,17082000,17082000,null,3651000,3651000,null,Direct,Direct
2937676.0,null,null,null,null,null,null,None,None
741939.0,null,null,null,null,null,null,None,None
208555.0,null,null,null,null,null,null,None,None
2715093.0,null,null,null,null,null,null,None,None
2873112.0,1798000,1798000,null,2781000,2781000,null,Direct,Direct
2923566.0,null,null,null,null,null,null,None,None
1503867.0,null,null,null,null,null,null,None,None
2786133.0,null,null,null,null,null,null,None,None
2589373.0,null,null,null,null,null,null,None,None
2840226.0,3327000,3327000,null,97731000,97731000,null,Direct,Direct
876651.0,null,null,null,null,null,null,None,None
2898094.0,null,null,null,null,null,null,None,None
2133215.0,null,null,null,null,null,null,None,None
2920824.0,null,null,null,null,null,null,None,None
2947693.0,null,null,null,null,null,null,None,None
2918665.0,null,null,null,null,null,null,None,None
2932026.0,65272000,65272000,null,80500000,80500000,null,Direct,Direct
2291047.0,null,null,null,null,null,null,None,None
762725.0,null,null,null,null,null,null,None,None
2847475.0,null,null,null,null,null,null,None,None
2912158.0,null,null,null,null,null,null,None,None
2902270.0,392000000,392000000,null,9087000000,9087000000,null,Direct,Direct
2927675.0,null,null,null,null,null,null,None,None
2885996.0,null,null,null,null,null,null,None,None
2794494.0,null,null,null,null,null,null,None,None
2721522.0,null,null,null,null,null,null,None,None
1241109.0,null,null,null,null,null,null,None,None
2951264.0,null,null,null,null,null,null,None,None
2930165.0,null,null,null,null,null,null,None,None
350641.0,null,null,null,null,null,null,None,None
2825165.0,null,null,null,null,null,null,None,None
2805812.0,90479000,90479000,null,161722000,161722000,null,Direct,Direct
2832067.0,null,null,null,null,null,null,None,None
973771.0,null,null,null,null,null,null,None,None
2925909.0,null,null,null,null,null,null,None,None
2881307.0,null,null,null,null,null,null,None,None
2902284.0,37654000,37654000,null,11990000,11990000,null,Direct,Direct
2895998.0,null,null,null,null,null,null,None,None
2856497.0,50514000,50514000,null,31396000,31396000,null,Direct,Direct
2886314.0,null,null,null,null,null,null,None,None
2896874.0,null,null,null,null,null,null,None,None
1424576.0,null,null,null,null,null,null,None,None
2859565.0,null,null,null,null,null,null,None,None
2874452.0,null,null,null,null,null,null,None,None
2894395.0,null,null,null,null,null,null,None,None
2901124.0,null,null,null,null,null,null,None,None
1119669.0,null,null,null,null,null,null,None,None
2904791.0,null,null,null,null,null,null,None,None
1414281.0,null,null,null,null,null,null,None,None
2770836.0,960000,960000,null,22698000,22698000,null,Direct,Direct
2599321.0,null,null,null,null,null,null,None,None
2931829.0,null,null,null,null,null,null,None,None
2911355.0,null,null,null,null,null,null,None,None
2896708.0,72228000,72228000,null,37708000,37708000,null,Direct,Direct
2947054.0,null,null,null,null,null,null,None,None
751104.0,null,null,null,null,null,null,None,None
2904617.0,null,null,null,null,null,null,None,None
1051391.0,null,null,null,null,null,null,None,None
979872.0,null,null,null,null,null,null,None,None
2955416.0,null,null,null,null,null,null,None,None
2939800.0,null,null,null,null,null,null,None,None
1215469.0,null,null,null,null,null,null,None,None
2826922.0,null,null,null,null,null,null,None,None
2941705.0,null,null,null,null,null,null,None,None
2952824.0,null,null,null,null,null,null,None,None
2924860.0,null,null,null,null,null,null,None,None
2849538.0,null,null,null,null,null,null,None,None
2889785.0,null,null,null,null,null,null,None,None
2950960.0,null,null,null,null,null,null,None,None
2864717.0,null,null,null,null,null,null,None,None
2897708.0,null,null,null,null,null,null,None,None
2486097.0,null,null,null,null,null,null,None,None
2940776.0,null,null,null,null,null,null,None,None
2888081.0,380000,380000,null,12540000,12540000,null,Direct,Direct
2914201.0,null,null,null,null,null,null,None,None
2826361.0,null,null,null,null,null,null,None,None
2859492.0,null,null,null,null,null,null,None,None
2884173.0,null,null,null,null,null,null,None,None
2948923.0,72129000,72129000,null,207050000,207050000,null,Direct,Direct
2922407.0,null,null,null,null,null,null,None,None
2725726.0,null,null,null,null,null,null,None,None
2838032.0,null,null,null,null,null,null,None,None
2957103.0,null,null,null,null,null,null,None,None
2407698.0,null,null,null,null,null,null,None,None
2744461.0,null,null,null,null,null,null,None,None
2878751.0,null,null,null,null,null,null,None,None
2943358.0,4004900000,4004900000,null,1274400000,1274400000,null,Direct,Direct
2859226.0,null,null,null,null,null,null,None,None
2946333.0,null,null,null,null,null,null,None,None
2937410.0,null,null,null,null,null,null,None,None
2853768.0,null,null,null,null,null,null,None,None
2874511.0,null,null,null,null,null,null,None,None
2944112.0,null,null,null,null,null,null,None,None
777571.0,null,null,null,null,null,null,None,None
2960788.0,null,null,null,null,null,null,None,None
2823621.0,null,null,null,null,null,null,None,None
1813064.0,null,null,null,null,null,null,None,None
756193.0,null,null,null,null,null,null,None,None
2525975.0,null,null,null,null,null,null,None,None
2888474.0,null,null,null,null,null,null,None,None
2873624.0,14241113.1898971,14241113.1898971,null,10394059.8690365,10394059.8690365,null,Direct,Direct
2914537.0,null,null,null,null,null,null,None,None
317565.0,null,null,null,null,null,null,None,None
1231009.0,null,null,null,null,null,null,None,None
768674.0,null,null,null,null,null,null,None,None
2940283.0,null,null,null,null,null,null,None,None
2080258.0,null,null,null,null,null,null,None,None
2951393.0,null,null,null,null,null,null,None,None
2863258.0,3364000,3364000,null,1688000,1688000,null,Direct,Direct
2872351.0,null,null,null,null,null,null,None,None
731160.0,null,null,null,null,null,null,None,None
2876976.0,null,null,null,null,null,null,None,None
1080165.0,null,null,null,null,null,null,None,None
2861297.0,null,null,null,null,null,null,None,None
2949641.0,null,null,null,null,null,null,None,None
2894458.0,null,null,null,null,null,null,None,None
2884999.0,17621297.6835312,17621297.6835312,null,10542814.3367523,10542814.3367523,null,Direct,Direct
2536854.0,null,null,null,null,null,null,None,None
896314.0,null,null,null,null,null,null,None,None
2354606.0,null,null,null,null,null,null,None,None
2732761.0,null,null,null,null,null,null,None,None
2767979.0,null,null,null,null,null,null,None,None
2932455.0,null,null,null,null,null,null,None,None
2895548.0,28635000,28635000,null,99826000,99826000,null,Direct,Direct
2369521.0,null,null,null,null,null,null,None,None
2709623.0,null,null,null,null,null,null,None,None
2888305.0,null,null,null,null,null,null,None,None
2913247.0,null,null,null,null,null,null,None,None
2926041.0,null,null,null,null,null,null,None,None
2889794.0,null,null,null,null,null,null,None,None
790004.0,null,null,null,null,null,null,None,None
2839158.0,null,null,null,null,null,null,None,None
2932087.0,null,null,null,null,null,null,None,None
2927491.0,null,null,null,null,null,null,None,None
2934107.0,9100009268.6996,9100009268.6996,null,2496060802.66939,2496060802.66939,null,Direct,Direct
2824745.0,39268000,39268000,null,231790000,231790000,null,Direct,Direct
2918608.0,null,null,null,null,null,null,None,None
2945883.0,null,null,null,null,null,null,None,None
2827240.0,null,null,null,null,null,null,None,None
2872207.0,null,null,null,null,null,null,None,None
1574036.0,null,null,null,null,null,null,None,None
2887438.0,null,null,null,null,null,null,None,None
628400.0,null,null,null,null,null,null,None,None
2937910.0,null,null,null,null,null,null,None,None
754054.0,null,null,null,null,null,null,None,None
1692491.0,null,null,null,null,null,null,None,None
2880350.0,null,null,null,null,null,null,None,None
2924316.0,null,null,null,null,null,null,None,None
2948814.0,null,null,null,null,null,null,None,None
2668714.0,null,null,null,null,null,null,None,None
2915072.0,null,null,null,null,null,null,None,None
2268325.0,null,null,null,null,null,null,None,None
2853910.0,null,null,null,null,null,null,None,None
2873628.0,null,null,null,null,null,null,None,None
2960394.0,null,null,null,null,null,null,None,None
767246.0,null,null,null,null,null,null,None,None
753828.0,null,null,null,null,null,null,None,None
1693691.0,null,null,null,null,null,null,None,None
2928160.0,null,null,null,null,null,null,None,None
2748463.0,null,null,null,null,null,null,None,None
2936798.0,null,null,null,null,null,null,None,None
2894058.0,null,null,null,null,null,null,None,None
2868890.0,206073000,206073000,null,105138000,105138000,null,Direct,Direct
2836595.0,null,null,null,null,null,null,None,None
2882510.0,null,null,null,null,null,null,None,None
2931004.0,378000,378000,null,10722000,10722000,null,Direct,Direct
2864052.0,7108000,7108000,null,2174000,2174000,null,Direct,Direct
2898937.0,null,null,null,null,null,null,None,None
2933186.0,30965000,30965000,null,17020000,17020000,null,Direct,Direct
971655.0,null,null,null,null,null,null,None,None
2947928.0,null,null,null,null,null,null,None,None
2735145.0,null,null,null,null,null,null,None,None
1516991.0,null,null,null,null,null,null,None,None
2952986.0,null,null,null,null,null,null,None,None
2879448.0,null,null,null,null,null,null,None,None
1456172.0,null,null,null,null,null,null,None,None
2782119.0,null,null,null,null,null,null,None,None
2775711.0,null,null,null,null,null,null,None,None
2929687.0,11772000,11772000,null,36207000,36207000,null,Direct,Direct
2936529.0,10351000,10351000,null,11562000,11562000,null,Direct,Direct
2877779.0,null,null,null,null,null,null,None,None
1409139.0,null,null,null,null,null,null,None,None
2870042.0,null,null,null,null,null,null,None,None
2856940.0,null,null,null,null,null,null,None,None
2956624.0,null,null,null,null,null,null,None,None
2906767.0,null,null,null,null,null,null,None,None
2759031.0,null,null,null,null,null,null,None,None
2785259.0,null,null,null,null,null,null,None,None
2886920.0,null,null,null,null,null,null,None,None
2926295.0,null,null,null,null,null,null,None,None
2953895.0,1365000,1365000,null,6412000,6412000,null,Direct,Direct
2819729.0,null,null,null,null,null,null,None,None
2953176.0,null,null,null,null,null,null,None,None
2817144.0,null,null,null,null,null,null,None,None
2947998.0,null,null,null,null,null,null,None,None
2928006.0,null,null,null,null,null,null,None,None
2921370.0,null,null,null,null,null,null,None,None
2910737.0,null,null,null,null,null,null,None,None
2884837.0,null,null,null,null,null,null,None,None
2752319.0,null,null,null,null,null,null,None,None
2846304.0,null,null,null,null,null,null,None,None
2958387.0,null,null,null,null,null,null,None,None
2876311.0,null,null,null,null,null,null,None,None
2941193.0,null,null,null,null,null,null,None,None
2836849.0,null,null,null,null,null,null,None,None
2339513.0,null,null,null,null,null,null,None,None
2941362.0,null,null,null,null,null,null,None,None
2905054.0,null,null,null,null,null,null,None,None
1188548.0,null,null,null,null,null,null,None,None
2868661.0,null,null,null,null,null,null,None,None
2869689.0,null,null,null,null,null,null,None,None
2735833.0,null,null,null,null,null,null,None,None
2906732.0,null,null,null,null,null,null,None,None
2759926.0,null,null,null,null,null,null,None,None
2849710.0,3272000,3272000,null,2797000,2797000,null,Direct,Direct
2868967.0,null,null,null,null,null,null,None,None
2924619.0,null,null,null,null,null,null,None,None
2886757.0,null,null,null,null,null,null,None,None
768452.0,null,null,null,null,null,null,None,None
2936822.0,null,null,null,null,null,null,None,None
783808.0,null,null,null,null,null,null,None,None
2910632.0,null,null,null,null,null,null,None,None
2917157.0,null,null,null,null,null,null,None,None
2865884.0,null,null,null,null,null,null,None,None
2888815.0,null,null,null,null,null,null,None,None
2808446.0,null,null,null,null,null,null,None,None
2851456.0,null,null,null,null,null,null,None,None
2949247.0,null,null,null,null,null,null,None,None
2877237.0,null,null,null,null,null,null,None,None
2937447.0,null,null,null,null,null,null,None,None
1607445.0,null,null,null,null,null,null,None,None
2891307.0,2196000,2196000,null,2629000,2629000,null,Direct,Direct
2955374.0,null,null,null,null,null,null,None,None
2849026.0,null,null,null,null,null,null,None,None
2908413.0,null,null,null,null,null,null,None,None
1280590.0,null,null,null,null,null,null,None,None
2839165.0,5505700000,5505700000,null,8238006000,8238006000,null,Direct,Direct
2823538.0,null,null,null,null,null,null,None,None
2845037.0,52270126.7979395,52270126.7979395,null,201370555.481601,201370555.481601,null,Direct,Direct
2921571.0,null,null,null,null,null,null,None,None
1288905.0,null,null,null,null,null,null,None,None
2919460.0,null,null,null,null,null,null,None,None
788602.0,null,null,null,null,null,null,None,None
2916551.0,null,null,null,null,null,null,None,None
2344212.0,null,null,null,null,null,null,None,None
2932075.0,null,null,null,null,null,null,None,None
2767438.0,null,null,null,null,null,null,None,None
2841694.0,null,null,null,null,null,null,None,None
2757286.0,null,null,null,null,null,null,None,None
2916901.0,null,null,null,null,null,null,None,None
2924637.0,null,null,null,null,null,null,None,None
2940205.0,null,null,null,null,null,null,None,None
2955475.0,null,null,null,null,null,null,None,None
1926880.0,null,null,null,null,null,null,None,None
2957039.0,6789000,6789000,null,39129000,39129000,null,Direct,Direct
2735599.0,null,null,null,null,null,null,None,None
2893919.0,null,null,null,null,null,null,None,None
2833057.0,null,null,null,null,null,null,None,None
2929088.0,null,null,null,null,null,null,None,None
2774733.0,null,null,null,null,null,null,None,None
2921168.0,38745000,38745000,null,43722000,43722000,null,Direct,Direct
2886850.0,null,null,null,null,null,null,None,None
2907942.0,null,null,null,null,null,null,None,None
